Word,block,response,totcount,theword,proportion
See-Saw,category_organization,"Form, Color, Material",29,시소,0.10344827586206896
See-Saw,category_organization,"Form, Material",29,시소,0.13793103448275862
See-Saw,category_organization,Material,29,시소,0.034482758620689655
See-Saw,count_mass,Can be counted,29,시소,0.9310344827586207
See-Saw,count_mass,Cannot be counted,29,시소,0.034482758620689655
See-Saw,count_mass,I don't know/It's hard to say,29,시소,0.034482758620689655
See-Saw,solidity,I don't know/It's hard to say,29,시소,0.034482758620689655
See-Saw,solidity,Solid,29,시소,0.9655172413793104
Seweed,category_organization,Color,29,김,0.034482758620689655
Seweed,category_organization,"Color, Material",29,김,0.034482758620689655
Seweed,category_organization,Form,29,김,0.3793103448275862
Seweed,category_organization,"Form, Color",29,김,0.1724137931034483
Seweed,category_organization,"Form, Color, Material",29,김,0.20689655172413793
Seweed,category_organization,"Form, Material",29,김,0.06896551724137931
Seweed,category_organization,Material,29,김,0.10344827586206896
Seweed,count_mass,Can be counted,34,김,0.6764705882352942
Seweed,count_mass,Cannot be counted,34,김,0.058823529411764705
Seweed,count_mass,I don't know/It's hard to say,34,김,0.2647058823529412
Seweed,solidity,I don't know/It's hard to say,33,김,0.2727272727272727
Seweed,solidity,Not a solid,33,김,0.15151515151515152
Seweed,solidity,Solid,33,김,0.5757575757575758
Sheep,category_organization,Form,29,양,0.6896551724137931
Sheep,category_organization,"Form, Color",29,양,0.10344827586206896
Sheep,category_organization,"Form, Color, Material",29,양,0.13793103448275862
Sheep,category_organization,"Form, Material",29,양,0.034482758620689655
Sheep,category_organization,Material,29,양,0.034482758620689655
Sheep,count_mass,Can be counted,36,양,0.8055555555555556
Sheep,count_mass,I don't know/It's hard to say,36,양,0.19444444444444445
Sheep,solidity,I don't know/It's hard to say,29,양,0.2413793103448276
Sheep,solidity,Not a solid,29,양,0.10344827586206896
Sheep,solidity,Solid,29,양,0.6551724137931034
Shoes,category_organization,Color,29,신/신발,0.034482758620689655
Shoes,category_organization,Form,29,신/신발,0.6206896551724138
Shoes,category_organization,"Form, Color",29,신/신발,0.034482758620689655
Shoes,category_organization,"Form, Color, Material",29,신/신발,0.13793103448275862
Shoes,category_organization,"Form, Material",29,신/신발,0.10344827586206896
Shoes,category_organization,Material,29,신/신발,0.06896551724137931
Shoes,count_mass,Can be counted,30,신/신발,0.9666666666666667
Shoes,count_mass,I don't know/It's hard to say,30,신/신발,0.03333333333333333
Shoes,solidity,I don't know/It's hard to say,29,신/신발,0.034482758620689655
Shoes,solidity,Solid,29,신/신발,0.9655172413793104
Shoes/Dress Shoes,category_organization,Form,29,구두,0.6206896551724138
Shoes/Dress Shoes,category_organization,"Form, Color",29,구두,0.034482758620689655
Shoes/Dress Shoes,category_organization,"Form, Color, Material",29,구두,0.1724137931034483
Shoes/Dress Shoes,category_organization,"Form, Material",29,구두,0.10344827586206896
Shoes/Dress Shoes,category_organization,Material,29,구두,0.06896551724137931
Shoes/Dress Shoes,count_mass,Can be counted,30,구두,0.9666666666666667
Shoes/Dress Shoes,count_mass,I don't know/It's hard to say,30,구두,0.03333333333333333
Shoes/Dress Shoes,solidity,I don't know/It's hard to say,29,구두,0.034482758620689655
Shoes/Dress Shoes,solidity,Solid,29,구두,0.9655172413793104
Shoulder,category_organization,Form,29,어깨,0.8620689655172413
Shoulder,category_organization,"Form, Material",29,어깨,0.10344827586206896
Shoulder,category_organization,Material,29,어깨,0.034482758620689655
Shoulder,count_mass,Can be counted,36,어깨,0.6666666666666666
Shoulder,count_mass,Cannot be counted,36,어깨,0.027777777777777776
Shoulder,count_mass,I don't know/It's hard to say,36,어깨,0.3055555555555556
Shoulder,solidity,I don't know/It's hard to say,33,어깨,0.3333333333333333
Shoulder,solidity,Not a solid,33,어깨,0.09090909090909091
Shoulder,solidity,Solid,33,어깨,0.5757575757575758
Skirt,category_organization,Form,29,치마,0.6551724137931034
Skirt,category_organization,"Form, Color",29,치마,0.034482758620689655
Skirt,category_organization,"Form, Color, Material",29,치마,0.13793103448275862
Skirt,category_organization,"Form, Material",29,치마,0.10344827586206896
Skirt,category_organization,Material,29,치마,0.06896551724137931
Skirt,count_mass,Can be counted,32,치마,0.90625
Skirt,count_mass,I don't know/It's hard to say,32,치마,0.09375
Skirt,solidity,I don't know/It's hard to say,29,치마,0.10344827586206896
Skirt,solidity,Not a solid,29,치마,0.06896551724137931
Skirt,solidity,Solid,29,치마,0.8275862068965517
Sky,category_organization,Color,29,하늘,0.27586206896551724
Sky,category_organization,"Color, Material",29,하늘,0.06896551724137931
Sky,category_organization,Form,29,하늘,0.3448275862068966
Sky,category_organization,"Form, Color, Material",29,하늘,0.034482758620689655
Sky,category_organization,Material,29,하늘,0.13793103448275862
Sky,category_organization,Not applicable,29,하늘,0.13793103448275862
Sky,count_mass,Can be counted,31,하늘,0.03225806451612903
Sky,count_mass,Cannot be counted,31,하늘,0.8387096774193549
Sky,count_mass,I don't know/It's hard to say,31,하늘,0.12903225806451613
Sky,solidity,I don't know/It's hard to say,29,하늘,0.13793103448275862
Sky,solidity,Not a solid,29,하늘,0.7931034482758621
Sky,solidity,Solid,29,하늘,0.06896551724137931
Sled,category_organization,Form,28,썰매,0.6785714285714286
Sled,category_organization,"Form, Color, Material",28,썰매,0.03571428571428571
Sled,category_organization,"Form, Material",28,썰매,0.21428571428571427
Sled,category_organization,Material,28,썰매,0.07142857142857142
Sled,count_mass,Can be counted,30,썰매,0.7666666666666667
Sled,count_mass,Cannot be counted,30,썰매,0.1
Sled,count_mass,I don't know/It's hard to say,30,썰매,0.13333333333333333
Sled,solidity,I don't know/It's hard to say,32,썰매,0.125
Sled,solidity,Solid,32,썰매,0.875
Slide,category_organization,Color,29,미끄럼틀,0.034482758620689655
Slide,category_organization,Form,29,미끄럼틀,0.7241379310344828
Slide,category_organization,"Form, Color",29,미끄럼틀,0.034482758620689655
Slide,category_organization,"Form, Color, Material",29,미끄럼틀,0.06896551724137931
Slide,category_organization,"Form, Material",29,미끄럼틀,0.10344827586206896
Slide,category_organization,Material,29,미끄럼틀,0.034482758620689655
Slide,count_mass,Can be counted,30,미끄럼틀,0.9666666666666667
Slide,count_mass,I don't know/It's hard to say,30,미끄럼틀,0.03333333333333333
Slide,solidity,I don't know/It's hard to say,29,미끄럼틀,0.034482758620689655
Slide,solidity,Solid,29,미끄럼틀,0.9655172413793104
Snake,category_organization,Form,29,뱀,0.6551724137931034
Snake,category_organization,"Form, Color",29,뱀,0.06896551724137931
Snake,category_organization,"Form, Color, Material",29,뱀,0.06896551724137931
Snake,category_organization,"Form, Material",29,뱀,0.1724137931034483
Snake,category_organization,Material,29,뱀,0.034482758620689655
Snake,count_mass,Can be counted,36,뱀,0.7777777777777778
Snake,count_mass,I don't know/It's hard to say,36,뱀,0.2222222222222222
Snake,solidity,I don't know/It's hard to say,30,뱀,0.26666666666666666
Snake,solidity,Not a solid,30,뱀,0.1
Snake,solidity,Solid,30,뱀,0.6333333333333333
Sneakers,category_organization,Form,29,운동화,0.6206896551724138
Sneakers,category_organization,"Form, Color",29,운동화,0.034482758620689655
Sneakers,category_organization,"Form, Color, Material",29,운동화,0.13793103448275862
Sneakers,category_organization,"Form, Material",29,운동화,0.10344827586206896
Sneakers,category_organization,Material,29,운동화,0.10344827586206896
Sneakers,count_mass,Can be counted,30,운동화,0.9666666666666667
Sneakers,count_mass,I don't know/It's hard to say,30,운동화,0.03333333333333333
Sneakers,solidity,I don't know/It's hard to say,29,운동화,0.034482758620689655
Sneakers,solidity,Solid,29,운동화,0.9655172413793104
Snow,category_organization,"Color, Material",29,눈,0.13793103448275862
Snow,category_organization,Form,29,눈,0.3793103448275862
Snow,category_organization,"Form, Color, Material",29,눈,0.1724137931034483
Snow,category_organization,"Form, Material",29,눈,0.10344827586206896
Snow,category_organization,Material,29,눈,0.1724137931034483
Snow,category_organization,Not applicable,29,눈,0.034482758620689655
Snow,count_mass,Can be counted,31,눈,0.16129032258064516
Snow,count_mass,Cannot be counted,31,눈,0.6451612903225806
Snow,count_mass,I don't know/It's hard to say,31,눈,0.1935483870967742
Snow,solidity,I don't know/It's hard to say,29,눈,0.20689655172413793
Snow,solidity,Not a solid,29,눈,0.4827586206896552
Snow,solidity,Solid,29,눈,0.3103448275862069
Snowman,category_organization,"Color, Material",29,눈사람,0.034482758620689655
Snowman,category_organization,Form,29,눈사람,0.41379310344827586
Snowman,category_organization,"Form, Color",29,눈사람,0.034482758620689655
Snowman,category_organization,"Form, Color, Material",29,눈사람,0.20689655172413793
Snowman,category_organization,"Form, Material",29,눈사람,0.20689655172413793
Snowman,category_organization,Material,29,눈사람,0.10344827586206896
Snowman,count_mass,Can be counted,35,눈사람,0.6857142857142857
Snowman,count_mass,Cannot be counted,35,눈사람,0.11428571428571428
Snowman,count_mass,I don't know/It's hard to say,35,눈사람,0.2
Snowman,solidity,I don't know/It's hard to say,29,눈사람,0.2413793103448276
Snowman,solidity,Not a solid,29,눈사람,0.20689655172413793
Snowman,solidity,Solid,29,눈사람,0.5517241379310345
Soap,category_organization,Color,29,비누,0.034482758620689655
Soap,category_organization,"Color, Material",29,비누,0.06896551724137931
Soap,category_organization,Form,29,비누,0.4482758620689655
Soap,category_organization,"Form, Color, Material",29,비누,0.10344827586206896
Soap,category_organization,"Form, Material",29,비누,0.3103448275862069
Soap,category_organization,Material,29,비누,0.034482758620689655
Soap,count_mass,Can be counted,32,비누,0.875
Soap,count_mass,I don't know/It's hard to say,32,비누,0.125
Soap,solidity,I don't know/It's hard to say,30,비누,0.13333333333333333
Soap,solidity,Not a solid,30,비누,0.13333333333333333
Soap,solidity,Solid,30,비누,0.7333333333333333
Soap Bubble,category_organization,Color,29,비누방울,0.034482758620689655
Soap Bubble,category_organization,Form,29,비누방울,0.2413793103448276
Soap Bubble,category_organization,"Form, Color",29,비누방울,0.034482758620689655
Soap Bubble,category_organization,"Form, Color, Material",29,비누방울,0.13793103448275862
Soap Bubble,category_organization,"Form, Material",29,비누방울,0.3103448275862069
Soap Bubble,category_organization,Material,29,비누방울,0.2413793103448276
Soap Bubble,count_mass,Can be counted,32,비누방울,0.4375
Soap Bubble,count_mass,Cannot be counted,32,비누방울,0.28125
Soap Bubble,count_mass,I don't know/It's hard to say,32,비누방울,0.28125
Soap Bubble,solidity,I don't know/It's hard to say,35,비누방울,0.2571428571428571
Soap Bubble,solidity,Not a solid,35,비누방울,0.6857142857142857
Soap Bubble,solidity,Solid,35,비누방울,0.05714285714285714
Socks,category_organization,Form,29,양말,0.6896551724137931
Socks,category_organization,"Form, Color",29,양말,0.034482758620689655
Socks,category_organization,"Form, Color, Material",29,양말,0.10344827586206896
Socks,category_organization,"Form, Material",29,양말,0.10344827586206896
Socks,category_organization,Material,29,양말,0.06896551724137931
Socks,count_mass,Can be counted,32,양말,0.90625
Socks,count_mass,I don't know/It's hard to say,32,양말,0.09375
Socks,solidity,I don't know/It's hard to say,29,양말,0.10344827586206896
Socks,solidity,Not a solid,29,양말,0.06896551724137931
Socks,solidity,Solid,29,양말,0.8275862068965517
Sofa,category_organization,Form,29,소파,0.6896551724137931
Sofa,category_organization,"Form, Color, Material",29,소파,0.13793103448275862
Sofa,category_organization,"Form, Material",29,소파,0.10344827586206896
Sofa,category_organization,Material,29,소파,0.06896551724137931
Sofa,count_mass,Can be counted,31,소파,0.9354838709677419
Sofa,count_mass,I don't know/It's hard to say,31,소파,0.06451612903225806
Sofa,solidity,I don't know/It's hard to say,29,소파,0.06896551724137931
Sofa,solidity,Not a solid,29,소파,0.06896551724137931
Sofa,solidity,Solid,29,소파,0.8620689655172413
Soil/Dirt,category_organization,Color,29,흙,0.06896551724137931
Soil/Dirt,category_organization,"Color, Material",29,흙,0.1724137931034483
Soil/Dirt,category_organization,Form,29,흙,0.27586206896551724
Soil/Dirt,category_organization,"Form, Color, Material",29,흙,0.034482758620689655
Soil/Dirt,category_organization,"Form, Material",29,흙,0.20689655172413793
Soil/Dirt,category_organization,Material,29,흙,0.1724137931034483
Soil/Dirt,category_organization,Not applicable,29,흙,0.06896551724137931
Soil/Dirt,count_mass,Can be counted,33,흙,0.06060606060606061
Soil/Dirt,count_mass,Cannot be counted,33,흙,0.7878787878787878
Soil/Dirt,count_mass,I don't know/It's hard to say,33,흙,0.15151515151515152
Soil/Dirt,solidity,I don't know/It's hard to say,29,흙,0.1724137931034483
Soil/Dirt,solidity,Not a solid,29,흙,0.20689655172413793
Soil/Dirt,solidity,Solid,29,흙,0.6206896551724138
Soup,category_organization,Color,29,국,0.034482758620689655
Soup,category_organization,"Color, Material",29,국,0.10344827586206896
Soup,category_organization,Form,29,국,0.3103448275862069
Soup,category_organization,"Form, Color",29,국,0.034482758620689655
Soup,category_organization,"Form, Color, Material",29,국,0.06896551724137931
Soup,category_organization,"Form, Material",29,국,0.2413793103448276
Soup,category_organization,Material,29,국,0.20689655172413793
Soup,count_mass,Can be counted,32,국,0.5
Soup,count_mass,Cannot be counted,32,국,0.1875
Soup,count_mass,I don't know/It's hard to say,32,국,0.3125
Soup,solidity,I don't know/It's hard to say,36,국,0.2777777777777778
Soup,solidity,Not a solid,36,국,0.6111111111111112
Soup,solidity,Solid,36,국,0.1111111111111111
Spaghetti,category_organization,Color,29,스파게티,0.06896551724137931
Spaghetti,category_organization,"Color, Material",29,스파게티,0.034482758620689655
Spaghetti,category_organization,Form,29,스파게티,0.3448275862068966
Spaghetti,category_organization,"Form, Color",29,스파게티,0.10344827586206896
Spaghetti,category_organization,"Form, Color, Material",29,스파게티,0.034482758620689655
Spaghetti,category_organization,"Form, Material",29,스파게티,0.3448275862068966
Spaghetti,category_organization,Material,29,스파게티,0.06896551724137931
Spaghetti,count_mass,Can be counted,34,스파게티,0.5294117647058824
Spaghetti,count_mass,Cannot be counted,34,스파게티,0.11764705882352941
Spaghetti,count_mass,I don't know/It's hard to say,34,스파게티,0.35294117647058826
Spaghetti,solidity,I don't know/It's hard to say,36,스파게티,0.3333333333333333
Spaghetti,solidity,Not a solid,36,스파게티,0.1111111111111111
Spaghetti,solidity,Solid,36,스파게티,0.5555555555555556
Sparrow,category_organization,Form,29,참새,0.7241379310344828
Sparrow,category_organization,"Form, Color",29,참새,0.06896551724137931
Sparrow,category_organization,"Form, Color, Material",29,참새,0.06896551724137931
Sparrow,category_organization,"Form, Material",29,참새,0.10344827586206896
Sparrow,category_organization,Material,29,참새,0.034482758620689655
Sparrow,count_mass,Can be counted,36,참새,0.7777777777777778
Sparrow,count_mass,Cannot be counted,36,참새,0.027777777777777776
Sparrow,count_mass,I don't know/It's hard to say,36,참새,0.19444444444444445
Sparrow,solidity,I don't know/It's hard to say,29,참새,0.2413793103448276
Sparrow,solidity,Not a solid,29,참새,0.10344827586206896
Sparrow,solidity,Solid,29,참새,0.6551724137931034
Spoon,category_organization,Color,29,숟가락,0.034482758620689655
Spoon,category_organization,Form,29,숟가락,0.6206896551724138
Spoon,category_organization,"Form, Color, Material",29,숟가락,0.10344827586206896
Spoon,category_organization,"Form, Material",29,숟가락,0.20689655172413793
Spoon,category_organization,Material,29,숟가락,0.034482758620689655
Spoon,count_mass,Can be counted,30,숟가락,0.9333333333333333
Spoon,count_mass,I don't know/It's hard to say,30,숟가락,0.06666666666666667
Spoon,solidity,I don't know/It's hard to say,30,숟가락,0.06666666666666667
Spoon,solidity,Solid,30,숟가락,0.9333333333333333
Squirrel,category_organization,Form,29,다람쥐,0.6896551724137931
Squirrel,category_organization,"Form, Color",29,다람쥐,0.10344827586206896
Squirrel,category_organization,"Form, Color, Material",29,다람쥐,0.10344827586206896
Squirrel,category_organization,"Form, Material",29,다람쥐,0.06896551724137931
Squirrel,category_organization,Material,29,다람쥐,0.034482758620689655
Squirrel,count_mass,Can be counted,36,다람쥐,0.8055555555555556
Squirrel,count_mass,I don't know/It's hard to say,36,다람쥐,0.19444444444444445
Squirrel,solidity,I don't know/It's hard to say,29,다람쥐,0.2413793103448276
Squirrel,solidity,Not a solid,29,다람쥐,0.10344827586206896
Squirrel,solidity,Solid,29,다람쥐,0.6551724137931034
Stairs,category_organization,Form,29,계단,0.6551724137931034
Stairs,category_organization,"Form, Color, Material",29,계단,0.06896551724137931
Stairs,category_organization,"Form, Material",29,계단,0.20689655172413793
Stairs,category_organization,Material,29,계단,0.034482758620689655
Stairs,category_organization,Not applicable,29,계단,0.034482758620689655
Stairs,count_mass,Can be counted,30,계단,0.8
Stairs,count_mass,Cannot be counted,30,계단,0.06666666666666667
Stairs,count_mass,I don't know/It's hard to say,30,계단,0.13333333333333333
Stairs,solidity,I don't know/It's hard to say,32,계단,0.125
Stairs,solidity,Solid,32,계단,0.875
Star,category_organization,Color,29,별,0.10344827586206896
Star,category_organization,Form,29,별,0.5517241379310345
Star,category_organization,"Form, Color",29,별,0.06896551724137931
Star,category_organization,"Form, Color, Material",29,별,0.06896551724137931
Star,category_organization,"Form, Material",29,별,0.034482758620689655
Star,category_organization,Material,29,별,0.10344827586206896
Star,category_organization,Not applicable,29,별,0.06896551724137931
Star,count_mass,Can be counted,34,별,0.5588235294117647
Star,count_mass,Cannot be counted,34,별,0.20588235294117646
Star,count_mass,I don't know/It's hard to say,34,별,0.23529411764705882
Star,solidity,I don't know/It's hard to say,29,별,0.27586206896551724
Star,solidity,Not a solid,29,별,0.13793103448275862
Star,solidity,Solid,29,별,0.5862068965517241
Stomach,category_organization,Form,29,배,0.8275862068965517
Stomach,category_organization,"Form, Material",29,배,0.10344827586206896
Stomach,category_organization,Material,29,배,0.034482758620689655
Stomach,category_organization,Not applicable,29,배,0.034482758620689655
Stomach,count_mass,Can be counted,37,배,0.6756756756756757
Stomach,count_mass,Cannot be counted,37,배,0.05405405405405406
Stomach,count_mass,I don't know/It's hard to say,37,배,0.2702702702702703
Stomach,solidity,I don't know/It's hard to say,31,배,0.3225806451612903
Stomach,solidity,Not a solid,31,배,0.0967741935483871
Stomach,solidity,Solid,31,배,0.5806451612903226
Stone,category_organization,Form,29,바위,0.4827586206896552
Stone,category_organization,"Form, Color",29,바위,0.06896551724137931
Stone,category_organization,"Form, Color, Material",29,바위,0.20689655172413793
Stone,category_organization,"Form, Material",29,바위,0.10344827586206896
Stone,category_organization,Material,29,바위,0.13793103448275862
Stone,count_mass,Can be counted,28,바위,0.75
Stone,count_mass,Cannot be counted,28,바위,0.21428571428571427
Stone,count_mass,I don't know/It's hard to say,28,바위,0.03571428571428571
Stone,solidity,I don't know/It's hard to say,29,바위,0.034482758620689655
Stone,solidity,Solid,29,바위,0.9655172413793104
Strawberry,category_organization,Form,29,딸기,0.5172413793103449
Strawberry,category_organization,"Form, Color",29,딸기,0.06896551724137931
Strawberry,category_organization,"Form, Color, Material",29,딸기,0.20689655172413793
Strawberry,category_organization,"Form, Material",29,딸기,0.034482758620689655
Strawberry,category_organization,Material,29,딸기,0.10344827586206896
Strawberry,category_organization,Not applicable,29,딸기,0.06896551724137931
Strawberry,count_mass,Can be counted,33,딸기,0.8787878787878788
Strawberry,count_mass,I don't know/It's hard to say,33,딸기,0.12121212121212122
Strawberry,solidity,I don't know/It's hard to say,29,딸기,0.13793103448275862
Strawberry,solidity,Not a solid,29,딸기,0.10344827586206896
Strawberry,solidity,Solid,29,딸기,0.7586206896551724
Stroller,category_organization,Form,28,유모차,0.6785714285714286
Stroller,category_organization,"Form, Color, Material",28,유모차,0.03571428571428571
Stroller,category_organization,"Form, Material",28,유모차,0.21428571428571427
Stroller,category_organization,Material,28,유모차,0.07142857142857142
Stroller,count_mass,Can be counted,30,유모차,0.8666666666666667
Stroller,count_mass,I don't know/It's hard to say,30,유모차,0.13333333333333333
Stroller,solidity,I don't know/It's hard to say,32,유모차,0.125
Stroller,solidity,Solid,32,유모차,0.875
Subway,category_organization,Color,29,지하철,0.034482758620689655
Subway,category_organization,Form,29,지하철,0.7241379310344828
Subway,category_organization,"Form, Material",29,지하철,0.13793103448275862
Subway,category_organization,Material,29,지하철,0.034482758620689655
Subway,category_organization,Not applicable,29,지하철,0.06896551724137931
Subway,count_mass,Can be counted,31,지하철,0.7096774193548387
Subway,count_mass,Cannot be counted,31,지하철,0.0967741935483871
Subway,count_mass,I don't know/It's hard to say,31,지하철,0.1935483870967742
Subway,solidity,I don't know/It's hard to say,33,지하철,0.18181818181818182
Subway,solidity,Not a solid,33,지하철,0.030303030303030304
Subway,solidity,Solid,33,지하철,0.7878787878787878
Sugar,category_organization,Color,29,설탕,0.034482758620689655
Sugar,category_organization,"Color, Material",29,설탕,0.06896551724137931
Sugar,category_organization,Form,29,설탕,0.20689655172413793
Sugar,category_organization,"Form, Color",29,설탕,0.06896551724137931
Sugar,category_organization,"Form, Color, Material",29,설탕,0.10344827586206896
Sugar,category_organization,"Form, Material",29,설탕,0.1724137931034483
Sugar,category_organization,Material,29,설탕,0.3103448275862069
Sugar,category_organization,Not applicable,29,설탕,0.034482758620689655
Sugar,count_mass,Can be counted,34,설탕,0.4411764705882353
Sugar,count_mass,Cannot be counted,34,설탕,0.23529411764705882
Sugar,count_mass,I don't know/It's hard to say,34,설탕,0.3235294117647059
Sugar,solidity,I don't know/It's hard to say,35,설탕,0.3142857142857143
Sugar,solidity,Not a solid,35,설탕,0.14285714285714285
Sugar,solidity,Solid,35,설탕,0.5428571428571428
Sun/sunlight,category_organization,Color,29,해/햇빛,0.13793103448275862
Sun/sunlight,category_organization,"Color, Material",29,해/햇빛,0.034482758620689655
Sun/sunlight,category_organization,Form,29,해/햇빛,0.3793103448275862
Sun/sunlight,category_organization,"Form, Color",29,해/햇빛,0.06896551724137931
Sun/sunlight,category_organization,"Form, Color, Material",29,해/햇빛,0.034482758620689655
Sun/sunlight,category_organization,"Form, Material",29,해/햇빛,0.034482758620689655
Sun/sunlight,category_organization,Material,29,해/햇빛,0.13793103448275862
Sun/sunlight,category_organization,Not applicable,29,해/햇빛,0.1724137931034483
Sun/sunlight,count_mass,Can be counted,33,해/햇빛,0.21212121212121213
Sun/sunlight,count_mass,Cannot be counted,33,해/햇빛,0.5454545454545454
Sun/sunlight,count_mass,I don't know/It's hard to say,33,해/햇빛,0.24242424242424243
Sun/sunlight,solidity,I don't know/It's hard to say,29,해/햇빛,0.27586206896551724
Sun/sunlight,solidity,Not a solid,29,해/햇빛,0.6206896551724138
Sun/sunlight,solidity,Solid,29,해/햇빛,0.10344827586206896
Sweet Potato,category_organization,"Color, Material",29,고구마,0.034482758620689655
Sweet Potato,category_organization,Form,29,고구마,0.4827586206896552
Sweet Potato,category_organization,"Form, Color",29,고구마,0.1724137931034483
Sweet Potato,category_organization,"Form, Color, Material",29,고구마,0.10344827586206896
Sweet Potato,category_organization,"Form, Material",29,고구마,0.13793103448275862
Sweet Potato,category_organization,Material,29,고구마,0.06896551724137931
Sweet Potato,count_mass,Can be counted,32,고구마,0.90625
Sweet Potato,count_mass,I don't know/It's hard to say,32,고구마,0.09375
Sweet Potato,solidity,I don't know/It's hard to say,29,고구마,0.10344827586206896
Sweet Potato,solidity,Not a solid,29,고구마,0.06896551724137931
Sweet Potato,solidity,Solid,29,고구마,0.8275862068965517
Swings,category_organization,Form,29,그네,0.7586206896551724
Swings,category_organization,"Form, Color, Material",29,그네,0.10344827586206896
Swings,category_organization,"Form, Material",29,그네,0.10344827586206896
Swings,category_organization,Material,29,그네,0.034482758620689655
Swings,count_mass,Can be counted,30,그네,0.9333333333333333
Swings,count_mass,Cannot be counted,30,그네,0.03333333333333333
Swings,count_mass,I don't know/It's hard to say,30,그네,0.03333333333333333
Swings,solidity,I don't know/It's hard to say,29,그네,0.034482758620689655
Swings,solidity,Solid,29,그네,0.9655172413793104
Tangerine,category_organization,Form,29,귤,0.5172413793103449
Tangerine,category_organization,"Form, Color",29,귤,0.06896551724137931
Tangerine,category_organization,"Form, Color, Material",29,귤,0.2413793103448276
Tangerine,category_organization,"Form, Material",29,귤,0.06896551724137931
Tangerine,category_organization,Material,29,귤,0.06896551724137931
Tangerine,category_organization,Not applicable,29,귤,0.034482758620689655
Tangerine,count_mass,Can be counted,33,귤,0.8787878787878788
Tangerine,count_mass,I don't know/It's hard to say,33,귤,0.12121212121212122
Tangerine,solidity,I don't know/It's hard to say,29,귤,0.13793103448275862
Tangerine,solidity,Not a solid,29,귤,0.06896551724137931
Tangerine,solidity,Solid,29,귤,0.7931034482758621
Taxi,category_organization,Form,28,택시,0.5357142857142857
Taxi,category_organization,"Form, Color",28,택시,0.10714285714285714
Taxi,category_organization,"Form, Color, Material",28,택시,0.14285714285714285
Taxi,category_organization,"Form, Material",28,택시,0.14285714285714285
Taxi,category_organization,Material,28,택시,0.07142857142857142
Taxi,count_mass,Can be counted,30,택시,0.9333333333333333
Taxi,count_mass,I don't know/It's hard to say,30,택시,0.06666666666666667
Taxi,solidity,I don't know/It's hard to say,30,택시,0.06666666666666667
Taxi,solidity,Solid,30,택시,0.9333333333333333
Television,category_organization,Form,29,텔레비전,0.7586206896551724
Television,category_organization,"Form, Color, Material",29,텔레비전,0.10344827586206896
Television,category_organization,"Form, Material",29,텔레비전,0.10344827586206896
Television,category_organization,Material,29,텔레비전,0.034482758620689655
Television,count_mass,Can be counted,30,텔레비전,0.9666666666666667
Television,count_mass,I don't know/It's hard to say,30,텔레비전,0.03333333333333333
Television,solidity,I don't know/It's hard to say,29,텔레비전,0.034482758620689655
Television,solidity,Solid,29,텔레비전,0.9655172413793104
Tiger,category_organization,Form,29,호랑이,0.6896551724137931
Tiger,category_organization,"Form, Color",29,호랑이,0.10344827586206896
Tiger,category_organization,"Form, Color, Material",29,호랑이,0.10344827586206896
Tiger,category_organization,"Form, Material",29,호랑이,0.06896551724137931
Tiger,category_organization,Material,29,호랑이,0.034482758620689655
Tiger,count_mass,Can be counted,36,호랑이,0.8055555555555556
Tiger,count_mass,I don't know/It's hard to say,36,호랑이,0.19444444444444445
Tiger,solidity,I don't know/It's hard to say,29,호랑이,0.2413793103448276
Tiger,solidity,Not a solid,29,호랑이,0.10344827586206896
Tiger,solidity,Solid,29,호랑이,0.6551724137931034
Tissue/Napkin,category_organization,Color,29,휴지,0.06896551724137931
Tissue/Napkin,category_organization,Form,29,휴지,0.4827586206896552
Tissue/Napkin,category_organization,"Form, Color, Material",29,휴지,0.10344827586206896
Tissue/Napkin,category_organization,"Form, Material",29,휴지,0.27586206896551724
Tissue/Napkin,category_organization,Material,29,휴지,0.06896551724137931
Tissue/Napkin,count_mass,Can be counted,32,휴지,0.78125
Tissue/Napkin,count_mass,Cannot be counted,32,휴지,0.09375
Tissue/Napkin,count_mass,I don't know/It's hard to say,32,휴지,0.125
Tissue/Napkin,solidity,I don't know/It's hard to say,30,휴지,0.13333333333333333
Tissue/Napkin,solidity,Not a solid,30,휴지,0.1
Tissue/Napkin,solidity,Solid,30,휴지,0.7666666666666667
Toenail,category_organization,Form,29,발톱,0.6896551724137931
Toenail,category_organization,"Form, Color",29,발톱,0.034482758620689655
Toenail,category_organization,"Form, Material",29,발톱,0.2413793103448276
Toenail,category_organization,Material,29,발톱,0.034482758620689655
Toenail,count_mass,Can be counted,33,발톱,0.8787878787878788
Toenail,count_mass,I don't know/It's hard to say,33,발톱,0.12121212121212122
Toenail,solidity,I don't know/It's hard to say,29,발톱,0.13793103448275862
Toenail,solidity,Not a solid,29,발톱,0.06896551724137931
Toenail,solidity,Solid,29,발톱,0.7931034482758621
Tomato,category_organization,Color,29,토마토,0.034482758620689655
Tomato,category_organization,Form,29,토마토,0.4827586206896552
Tomato,category_organization,"Form, Color",29,토마토,0.13793103448275862
Tomato,category_organization,"Form, Color, Material",29,토마토,0.20689655172413793
Tomato,category_organization,"Form, Material",29,토마토,0.034482758620689655
Tomato,category_organization,Material,29,토마토,0.10344827586206896
Tomato,count_mass,Can be counted,32,토마토,0.90625
Tomato,count_mass,I don't know/It's hard to say,32,토마토,0.09375
