Word,block,response,totcount,theword,proportion,uni_lemma,language,eng_response,matching_response,cleaned_response
Book,solidity,Solid,29,책,0.9655172413793104,Book,Korean,Solid,solid,solid
Bottle,category_organization,Form,29,병,0.7241379310344828,Bottle,Korean,Form,shape,form
Bottle,category_organization,"Form, Color, Material",29,병,0.10344827586206896,Bottle,Korean,"Form, Color, Material",multiple,form color material
Bottle,category_organization,"Form, Material",29,병,0.13793103448275862,Bottle,Korean,"Form, Material",multiple,form material
Bottle,category_organization,Material,29,병,0.03448275862068965,Bottle,Korean,Material,material,material
Bottle,count_mass,Can be counted,29,병,1,Bottle,Korean,Can be counted,count,can be counted
Bottle,solidity,I don't know/It's hard to say,29,병,0.034482758620689655,Bottle,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Bottle,solidity,Solid,29,병,0.9655172413793104,Bottle,Korean,Solid,solid,solid
Box,category_organization,"Color, Material",29,상자,0.03448275862068965,Box,Korean,"Color, Material",multiple,color material
Box,category_organization,Form,29,상자,0.7241379310344828,Box,Korean,Form,shape,form
Box,category_organization,"Form, Color, Material",29,상자,0.10344827586206896,Box,Korean,"Form, Color, Material",multiple,form color material
Box,category_organization,"Form, Material",29,상자,0.10344827586206896,Box,Korean,"Form, Material",multiple,form material
Box,category_organization,Material,29,상자,0.03448275862068965,Box,Korean,Material,material,material
Box,count_mass,Can be counted,29,상자,0.9310344827586207,Box,Korean,Can be counted,count,can be counted
Box,count_mass,Cannot be counted,29,상자,0.06896551724137931,Box,Korean,Cannot be counted,mass,cannot be counted
Box,solidity,I don't know/It's hard to say,29,상자,0.034482758620689655,Box,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Box,solidity,Solid,29,상자,0.9655172413793104,Box,Korean,Solid,solid,solid
Bread,category_organization,Color,29,빵,0.03448275862068965,Bread,Korean,Color,color,color
Bread,category_organization,"Color, Material",29,빵,0.03448275862068965,Bread,Korean,"Color, Material",multiple,color material
Bread,category_organization,Form,29,빵,0.41379310344827586,Bread,Korean,Form,shape,form
Bread,category_organization,"Form, Color, Material",29,빵,0.10344827586206896,Bread,Korean,"Form, Color, Material",multiple,form color material
Bread,category_organization,"Form, Material",29,빵,0.27586206896551724,Bread,Korean,"Form, Material",multiple,form material
Bread,category_organization,Material,29,빵,0.13793103448275862,Bread,Korean,Material,material,material
Bread,count_mass,Can be counted,29,빵,0.9655172413793104,Bread,Korean,Can be counted,count,can be counted
Bread,count_mass,Cannot be counted,29,빵,0.034482758620689655,Bread,Korean,Cannot be counted,mass,cannot be counted
Bread,solidity,I don't know/It's hard to say,29,빵,0.13793103448275862,Bread,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Bread,solidity,Not a solid,29,빵,0.13793103448275862,Bread,Korean,Not a solid,non-solid,not a solid
Bread,solidity,Solid,29,빵,0.7241379310344828,Bread,Korean,Solid,solid,solid
Broomstick,category_organization,Form,29,빗자루,0.7241379310344828,Broomstick,Korean,Form,shape,form
Broomstick,category_organization,"Form, Color, Material",29,빗자루,0.06896551724137931,Broomstick,Korean,"Form, Color, Material",multiple,form color material
Broomstick,category_organization,"Form, Material",29,빗자루,0.1724137931034483,Broomstick,Korean,"Form, Material",multiple,form material
Broomstick,category_organization,Material,29,빗자루,0.03448275862068965,Broomstick,Korean,Material,material,material
Broomstick,count_mass,Can be counted,29,빗자루,0.9655172413793104,Broomstick,Korean,Can be counted,count,can be counted
Broomstick,count_mass,Cannot be counted,29,빗자루,0.034482758620689655,Broomstick,Korean,Cannot be counted,mass,cannot be counted
Broomstick,solidity,I don't know/It's hard to say,29,빗자루,0.034482758620689655,Broomstick,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Broomstick,solidity,Not a solid,29,빗자루,0.034482758620689655,Broomstick,Korean,Not a solid,non-solid,not a solid
Broomstick,solidity,Solid,29,빗자루,0.9310344827586207,Broomstick,Korean,Solid,solid,solid
Brush,category_organization,Form,29,빗,0.7586206896551724,Brush,Korean,Form,shape,form
Brush,category_organization,"Form, Color, Material",29,빗,0.06896551724137931,Brush,Korean,"Form, Color, Material",multiple,form color material
Brush,category_organization,"Form, Material",29,빗,0.13793103448275862,Brush,Korean,"Form, Material",multiple,form material
Brush,category_organization,Material,29,빗,0.03448275862068965,Brush,Korean,Material,material,material
Brush,count_mass,Can be counted,29,빗,1,Brush,Korean,Can be counted,count,can be counted
Brush,solidity,I don't know/It's hard to say,29,빗,0.034482758620689655,Brush,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Brush,solidity,Solid,29,빗,0.9655172413793104,Brush,Korean,Solid,solid,solid
Bug,category_organization,Form,29,벌레,0.6206896551724138,Bug,Korean,Form,shape,form
Bug,category_organization,"Form, Color",29,벌레,0.06896551724137931,Bug,Korean,"Form, Color",multiple,form color
Bug,category_organization,"Form, Color, Material",29,벌레,0.06896551724137931,Bug,Korean,"Form, Color, Material",multiple,form color material
Bug,category_organization,"Form, Material",29,벌레,0.13793103448275862,Bug,Korean,"Form, Material",multiple,form material
Bug,category_organization,Material,29,벌레,0.03448275862068965,Bug,Korean,Material,material,material
Bug,category_organization,Not applicable,29,벌레,0.06896551724137931,Bug,Korean,Not applicable,none of these,not applicable
Bug,count_mass,Can be counted,29,벌레,0.8275862068965517,Bug,Korean,Can be counted,count,can be counted
Bug,count_mass,Cannot be counted,29,벌레,0.13793103448275862,Bug,Korean,Cannot be counted,mass,cannot be counted
Bug,count_mass,I don't know/It's hard to say,29,벌레,0.034482758620689655,Bug,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Bug,solidity,I don't know/It's hard to say,29,벌레,0.2413793103448276,Bug,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Bug,solidity,Not a solid,29,벌레,0.10344827586206896,Bug,Korean,Not a solid,non-solid,not a solid
Bug,solidity,Solid,29,벌레,0.6551724137931034,Bug,Korean,Solid,solid,solid
Bus,category_organization,Form,28,버스,0.5714285714285714,Bus,Korean,Form,shape,form
Bus,category_organization,"Form, Color",28,버스,0.07142857142857142,Bus,Korean,"Form, Color",multiple,form color
Bus,category_organization,"Form, Color, Material",28,버스,0.07142857142857142,Bus,Korean,"Form, Color, Material",multiple,form color material
Bus,category_organization,"Form, Material",28,버스,0.21428571428571427,Bus,Korean,"Form, Material",multiple,form material
Bus,category_organization,Material,28,버스,0.07142857142857142,Bus,Korean,Material,material,material
Bus,count_mass,Can be counted,29,버스,0.9655172413793104,Bus,Korean,Can be counted,count,can be counted
Bus,count_mass,I don't know/It's hard to say,29,버스,0.034482758620689655,Bus,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Bus,solidity,I don't know/It's hard to say,29,버스,0.034482758620689655,Bus,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Bus,solidity,Solid,29,버스,0.9655172413793104,Bus,Korean,Solid,solid,solid
Butt,category_organization,Form,29,엉덩이,0.8275862068965517,Butt,Korean,Form,shape,form
Butt,category_organization,"Form, Color, Material",29,엉덩이,0.03448275862068965,Butt,Korean,"Form, Color, Material",multiple,form color material
Butt,category_organization,"Form, Material",29,엉덩이,0.10344827586206896,Butt,Korean,"Form, Material",multiple,form material
Butt,category_organization,Material,29,엉덩이,0.03448275862068965,Butt,Korean,Material,material,material
Butt,count_mass,Can be counted,29,엉덩이,0.8275862068965517,Butt,Korean,Can be counted,count,can be counted
Butt,count_mass,Cannot be counted,29,엉덩이,0.034482758620689655,Butt,Korean,Cannot be counted,mass,cannot be counted
Butt,count_mass,I don't know/It's hard to say,29,엉덩이,0.13793103448275862,Butt,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Butt,solidity,I don't know/It's hard to say,29,엉덩이,0.27586206896551724,Butt,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Butt,solidity,Not a solid,29,엉덩이,0.10344827586206896,Butt,Korean,Not a solid,non-solid,not a solid
Butt,solidity,Solid,29,엉덩이,0.6206896551724138,Butt,Korean,Solid,solid,solid
Butterfly,category_organization,Form,29,나비,0.6896551724137931,Butterfly,Korean,Form,shape,form
Butterfly,category_organization,"Form, Color",29,나비,0.03448275862068965,Butterfly,Korean,"Form, Color",multiple,form color
Butterfly,category_organization,"Form, Color, Material",29,나비,0.10344827586206896,Butterfly,Korean,"Form, Color, Material",multiple,form color material
Butterfly,category_organization,"Form, Material",29,나비,0.13793103448275862,Butterfly,Korean,"Form, Material",multiple,form material
Butterfly,category_organization,Material,29,나비,0.03448275862068965,Butterfly,Korean,Material,material,material
Butterfly,count_mass,Can be counted,29,나비,0.896551724137931,Butterfly,Korean,Can be counted,count,can be counted
Butterfly,count_mass,Cannot be counted,29,나비,0.10344827586206896,Butterfly,Korean,Cannot be counted,mass,cannot be counted
Butterfly,solidity,I don't know/It's hard to say,29,나비,0.2413793103448276,Butterfly,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Butterfly,solidity,Not a solid,29,나비,0.10344827586206896,Butterfly,Korean,Not a solid,non-solid,not a solid
Butterfly,solidity,Solid,29,나비,0.6551724137931034,Butterfly,Korean,Solid,solid,solid
Button,category_organization,Form,29,단추,0.6551724137931034,Button,Korean,Form,shape,form
Button,category_organization,"Form, Color",29,단추,0.06896551724137931,Button,Korean,"Form, Color",multiple,form color
Button,category_organization,"Form, Color, Material",29,단추,0.06896551724137931,Button,Korean,"Form, Color, Material",multiple,form color material
Button,category_organization,"Form, Material",29,단추,0.13793103448275862,Button,Korean,"Form, Material",multiple,form material
Button,category_organization,Material,29,단추,0.06896551724137931,Button,Korean,Material,material,material
Button,count_mass,Can be counted,29,단추,0.896551724137931,Button,Korean,Can be counted,count,can be counted
Button,count_mass,Cannot be counted,29,단추,0.06896551724137931,Button,Korean,Cannot be counted,mass,cannot be counted
Button,count_mass,I don't know/It's hard to say,29,단추,0.034482758620689655,Button,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Button,solidity,I don't know/It's hard to say,29,단추,0.034482758620689655,Button,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Button,solidity,Solid,29,단추,0.9655172413793104,Button,Korean,Solid,solid,solid
Cake,category_organization,Form,29,케이크,0.4827586206896552,Cake,Korean,Form,shape,form
Cake,category_organization,"Form, Color",29,케이크,0.06896551724137931,Cake,Korean,"Form, Color",multiple,form color
Cake,category_organization,"Form, Color, Material",29,케이크,0.1724137931034483,Cake,Korean,"Form, Color, Material",multiple,form color material
Cake,category_organization,"Form, Material",29,케이크,0.1724137931034483,Cake,Korean,"Form, Material",multiple,form material
Cake,category_organization,Material,29,케이크,0.10344827586206896,Cake,Korean,Material,material,material
Cake,count_mass,Can be counted,29,케이크,0.896551724137931,Cake,Korean,Can be counted,count,can be counted
Cake,count_mass,Cannot be counted,29,케이크,0.06896551724137931,Cake,Korean,Cannot be counted,mass,cannot be counted
Cake,count_mass,I don't know/It's hard to say,29,케이크,0.034482758620689655,Cake,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Cake,solidity,I don't know/It's hard to say,29,케이크,0.10344827586206896,Cake,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Cake,solidity,Not a solid,29,케이크,0.1724137931034483,Cake,Korean,Not a solid,non-solid,not a solid
Cake,solidity,Solid,29,케이크,0.7241379310344828,Cake,Korean,Solid,solid,solid
Calf,category_organization,Form,29,송아지,0.7586206896551724,Calf,Korean,Form,shape,form
Calf,category_organization,"Form, Color",29,송아지,0.03448275862068965,Calf,Korean,"Form, Color",multiple,form color
Calf,category_organization,"Form, Color, Material",29,송아지,0.13793103448275862,Calf,Korean,"Form, Color, Material",multiple,form color material
Calf,category_organization,"Form, Material",29,송아지,0.03448275862068965,Calf,Korean,"Form, Material",multiple,form material
Calf,category_organization,Material,29,송아지,0.03448275862068965,Calf,Korean,Material,material,material
Calf,count_mass,Can be counted,29,송아지,1,Calf,Korean,Can be counted,count,can be counted
Calf,solidity,I don't know/It's hard to say,29,송아지,0.2413793103448276,Calf,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
Calf,solidity,Not a solid,29,송아지,0.10344827586206896,Calf,Korean,Not a solid,non-solid,not a solid
Calf,solidity,Solid,29,송아지,0.6551724137931034,Calf,Korean,Solid,solid,solid
Camera,category_organization,Color,29,카메라,0.03448275862068965,Camera,Korean,Color,color,color
Camera,category_organization,Form,29,카메라,0.7241379310344828,Camera,Korean,Form,shape,form
Camera,category_organization,"Form, Color, Material",29,카메라,0.06896551724137931,Camera,Korean,"Form, Color, Material",multiple,form color material
Camera,category_organization,"Form, Material",29,카메라,0.13793103448275862,Camera,Korean,"Form, Material",multiple,form material
Camera,category_organization,Material,29,카메라,0.03448275862068965,Camera,Korean,Material,material,material
Camera,count_mass,Can be counted,29,카메라,0.9655172413793104,Camera,Korean,Can be counted,count,can be counted
Camera,count_mass,I don't know/It's hard to say,29,카메라,0.034482758620689655,Camera,Korean,I don't know/It's hard to say,unknown,i dont knowits hard to say
