word,block,response,totcount,uni_lemma,eng_response,theword,count,proportion,language,matching_response
입술,count_mass,셀 수 없다,9,lip,uncountable,입술,1,0.1111111111111111,Korean,uncountable
입술,count_mass,셀 수 있다,9,lip,countable,입술,8,0.8888888888888888,Korean,countable
입술,solidity,고형물,7,lip,solid,입술,5,0.7142857142857143,Korean,solid
입술,solidity,비고형물,7,lip,non-solid,입술,2,0.2857142857142857,Korean,non-solid
자전거,category_organization,물질,6,bicycle,substance,자전거,3,0.5,Korean,substance
자전거,category_organization,형태,6,bicycle,form,자전거,3,0.5,Korean,shape
자전거,count_mass,셀 수 있다,5,bicycle,countable,자전거,5,1,Korean,countable
자전거,solidity,고형물,10,bicycle,solid,자전거,10,1,Korean,solid
잠바,category_organization,물질,10,jacket,substance,잠바,2,0.2,Korean,substance
잠바,category_organization,해당 사항 없음,10,jacket,not applicable,잠바,2,0.2,Korean,not applicable
잠바,category_organization,형태,10,jacket,form,잠바,6,0.6,Korean,shape
잠바,count_mass,셀 수 있다,5,jacket,countable,잠바,5,1,Korean,countable
잠바,solidity,고형물,9,jacket,solid,잠바,7,0.7777777777777778,Korean,solid
잠바,solidity,비고형물,9,jacket,non-solid,잠바,2,0.2222222222222222,Korean,non-solid
잠옷,category_organization,물질,9,pajamas,substance,잠옷,5,0.5555555555555556,Korean,substance
잠옷,category_organization,해당 사항 없음,9,pajamas,not applicable,잠옷,2,0.2222222222222222,Korean,not applicable
잠옷,category_organization,형태,9,pajamas,form,잠옷,2,0.2222222222222222,Korean,shape
잠옷,count_mass,셀 수 있다,4,pajamas,countable,잠옷,3,0.75,Korean,countable
잠옷,count_mass,잘 모르겠다/구분이 어렵다,4,pajamas,not sure,잠옷,1,0.25,Korean,not sure
잠옷,solidity,고형물,4,pajamas,solid,잠옷,4,1,Korean,solid
장갑,category_organization,물질,6,glove,substance,장갑,1,0.16666666666666666,Korean,substance
장갑,category_organization,형태,6,glove,form,장갑,5,0.8333333333333334,Korean,shape
장갑,count_mass,셀 수 있다,5,glove,countable,장갑,5,1,Korean,countable
장갑,solidity,고형물,5,glove,solid,장갑,5,1,Korean,solid
장난감,category_organization,물질,6,toy (object),substance,장난감,2,0.3333333333333333,Korean,substance
장난감,category_organization,해당 사항 없음,6,toy (object),not applicable,장난감,2,0.3333333333333333,Korean,not applicable
장난감,category_organization,형태,6,toy (object),form,장난감,2,0.3333333333333333,Korean,shape
장난감,count_mass,셀 수 있다,11,toy (object),countable,장난감,11,1,Korean,countable
장난감,solidity,고형물,3,toy (object),solid,장난감,3,1,Korean,solid
쟁반,category_organization,물질,5,tray,substance,쟁반,2,0.4,Korean,substance
쟁반,category_organization,형태,5,tray,form,쟁반,3,0.6,Korean,shape
쟁반,count_mass,셀 수 있다,9,tray,countable,쟁반,9,1,Korean,countable
쟁반,solidity,고형물,6,tray,solid,쟁반,6,1,Korean,solid
전자레인지,category_organization,물질,5,microwave,substance,전자레인지,2,0.4,Korean,substance
전자레인지,category_organization,해당 사항 없음,5,microwave,not applicable,전자레인지,1,0.2,Korean,not applicable
전자레인지,category_organization,형태,5,microwave,form,전자레인지,2,0.4,Korean,shape
전자레인지,count_mass,셀 수 없다,9,microwave,uncountable,전자레인지,2,0.2222222222222222,Korean,uncountable
전자레인지,count_mass,셀 수 있다,9,microwave,countable,전자레인지,7,0.7777777777777778,Korean,countable
전자레인지,solidity,고형물,8,microwave,solid,전자레인지,8,1,Korean,solid
전화,category_organization,해당 사항 없음,3,telephone,not applicable,전화,1,0.3333333333333333,Korean,not applicable
전화,category_organization,형태,3,telephone,form,전화,2,0.6666666666666666,Korean,shape
전화,count_mass,셀 수 없다,6,telephone,uncountable,전화,1,0.16666666666666666,Korean,uncountable
전화,count_mass,셀 수 있다,6,telephone,countable,전화,5,0.8333333333333334,Korean,countable
전화,solidity,고형물,6,telephone,solid,전화,3,0.5,Korean,solid
전화,solidity,비고형물,6,telephone,non-solid,전화,2,0.3333333333333333,Korean,non-solid
전화,solidity,해당 사항 없음,6,telephone,not applicable,전화,1,0.16666666666666666,Korean,not applicable
접시,category_organization,물질,7,plate,substance,접시,2,0.2857142857142857,Korean,substance
접시,category_organization,해당 사항 없음,7,plate,not applicable,접시,1,0.14285714285714285,Korean,not applicable
접시,category_organization,형태,7,plate,form,접시,4,0.5714285714285714,Korean,shape
접시,count_mass,셀 수 있다,4,plate,countable,접시,4,1,Korean,countable
접시,solidity,고형물,5,plate,solid,접시,5,1,Korean,solid
젓가락,category_organization,물질,5,chopstick,substance,젓가락,1,0.2,Korean,substance
젓가락,category_organization,형태,5,chopstick,form,젓가락,4,0.8,Korean,shape
젓가락,count_mass,셀 수 있다,1,chopstick,countable,젓가락,1,1,Korean,countable
젓가락,solidity,고형물,13,chopstick,solid,젓가락,13,1,Korean,solid
종이,category_organization,물질,3,paper,substance,종이,2,0.6666666666666666,Korean,substance
종이,category_organization,색상,3,paper,color,종이,1,0.3333333333333333,Korean,color
종이,count_mass,셀 수 있다,6,paper,countable,종이,6,1,Korean,countable
종이,solidity,고형물,3,paper,solid,종이,3,1,Korean,solid
주머니,category_organization,물질,5,pocket,substance,주머니,2,0.4,Korean,substance
주머니,category_organization,형태,5,pocket,form,주머니,3,0.6,Korean,shape
주머니,count_mass,셀 수 있다,6,pocket,countable,주머니,6,1,Korean,countable
주머니,solidity,고형물,2,pocket,solid,주머니,1,0.5,Korean,solid
주머니,solidity,해당 사항 없음,2,pocket,not applicable,주머니,1,0.5,Korean,not applicable
주스,category_organization,물질,6,juice,substance,주스,5,0.8333333333333334,Korean,substance
주스,category_organization,해당 사항 없음,6,juice,not applicable,주스,1,0.16666666666666666,Korean,not applicable
주스,count_mass,셀 수 없다,6,juice,uncountable,주스,6,1,Korean,uncountable
주스,solidity,비고형물,5,juice,non-solid,주스,5,1,Korean,non-solid
쥐,category_organization,해당 사항 없음,10,mouse,not applicable,쥐,1,0.1,Korean,not applicable
쥐,category_organization,형태,10,mouse,form,쥐,9,0.9,Korean,shape
쥐,count_mass,셀 수 있다,6,mouse,countable,쥐,6,1,Korean,countable
쥐,solidity,고형물,4,mouse,solid,쥐,3,0.75,Korean,solid
쥐,solidity,해당 사항 없음,4,mouse,not applicable,쥐,1,0.25,Korean,not applicable
지갑,category_organization,물질,2,wallet,substance,지갑,1,0.5,Korean,substance
지갑,category_organization,형태,2,wallet,form,지갑,1,0.5,Korean,shape
지갑,count_mass,셀 수 있다,3,wallet,countable,지갑,3,1,Korean,countable
지갑,solidity,고형물,2,wallet,solid,지갑,2,1,Korean,solid
지붕,category_organization,형태,5,roof,form,지붕,5,1,Korean,shape
지붕,count_mass,셀 수 있다,5,roof,countable,지붕,4,0.8,Korean,countable
지붕,count_mass,잘 모르겠다/구분이 어렵다,5,roof,not sure,지붕,1,0.2,Korean,not sure
지붕,solidity,고형물,6,roof,solid,지붕,6,1,Korean,solid
참새,category_organization,색상,5,sparrow,color,참새,1,0.2,Korean,color
참새,category_organization,해당 사항 없음,5,sparrow,not applicable,참새,1,0.2,Korean,not applicable
참새,category_organization,형태,5,sparrow,form,참새,3,0.6,Korean,shape
참새,count_mass,셀 수 있다,7,sparrow,countable,참새,7,1,Korean,countable
참새,solidity,고형물,4,sparrow,solid,참새,4,1,Korean,solid
창문,category_organization,색상,7,window,color,창문,1,0.14285714285714285,Korean,color
창문,category_organization,해당 사항 없음,7,window,not applicable,창문,1,0.14285714285714285,Korean,not applicable
창문,category_organization,형태,7,window,form,창문,5,0.7142857142857143,Korean,shape
창문,count_mass,셀 수 있다,6,window,countable,창문,6,1,Korean,countable
창문,solidity,고형물,3,window,solid,창문,3,1,Korean,solid
책,category_organization,물질,5,book,substance,책,2,0.4,Korean,substance
책,category_organization,해당 사항 없음,5,book,not applicable,책,1,0.2,Korean,not applicable
책,category_organization,형태,5,book,form,책,2,0.4,Korean,shape
책,count_mass,셀 수 있다,3,book,countable,책,3,1,Korean,countable
책,solidity,고형물,10,book,solid,책,8,0.8,Korean,solid
책,solidity,비고형물,10,book,non-solid,책,2,0.2,Korean,non-solid
청소기,category_organization,물질,5,vacuum,substance,청소기,2,0.4,Korean,substance
청소기,category_organization,해당 사항 없음,5,vacuum,not applicable,청소기,1,0.2,Korean,not applicable
청소기,category_organization,형태,5,vacuum,form,청소기,2,0.4,Korean,shape
청소기,count_mass,셀 수 있다,5,vacuum,countable,청소기,5,1,Korean,countable
청소기,solidity,고형물,9,vacuum,solid,청소기,9,1,Korean,solid
초콜렛,category_organization,물질,9,chocolate,substance,초콜렛,7,0.7777777777777778,Korean,substance
초콜렛,category_organization,형태,9,chocolate,form,초콜렛,2,0.2222222222222222,Korean,shape
초콜렛,count_mass,셀 수 없다,4,chocolate,uncountable,초콜렛,1,0.25,Korean,uncountable
초콜렛,count_mass,셀 수 있다,4,chocolate,countable,초콜렛,3,0.75,Korean,countable
초콜렛,solidity,고형물,7,chocolate,solid,초콜렛,7,1,Korean,solid
총,category_organization,물질,9,gun,substance,총,2,0.2222222222222222,Korean,substance
총,category_organization,해당 사항 없음,9,gun,not applicable,총,1,0.1111111111111111,Korean,not applicable
총,category_organization,형태,9,gun,form,총,6,0.6666666666666666,Korean,shape
총,count_mass,셀 수 없다,7,gun,uncountable,총,1,0.14285714285714285,Korean,uncountable
총,count_mass,셀 수 있다,7,gun,countable,총,6,0.8571428571428571,Korean,countable
총,solidity,고형물,10,gun,solid,총,10,1,Korean,solid
치마,category_organization,물질,6,skirt,substance,치마,1,0.16666666666666666,Korean,substance
치마,category_organization,형태,6,skirt,form,치마,5,0.8333333333333334,Korean,shape
치마,count_mass,셀 수 있다,7,skirt,countable,치마,7,1,Korean,countable
치마,solidity,고형물,7,skirt,solid,치마,7,1,Korean,solid
치약,category_organization,물질,5,toothpaste,substance,치약,4,0.8,Korean,substance
치약,category_organization,해당 사항 없음,5,toothpaste,not applicable,치약,1,0.2,Korean,not applicable
치약,count_mass,셀 수 없다,9,toothpaste,uncountable,치약,3,0.3333333333333333,Korean,uncountable
치약,count_mass,셀 수 있다,9,toothpaste,countable,치약,6,0.6666666666666666,Korean,countable
치약,solidity,비고형물,5,toothpaste,non-solid,치약,5,1,Korean,non-solid
치즈,category_organization,물질,8,cheese,substance,치즈,7,0.875,Korean,substance
치즈,category_organization,해당 사항 없음,8,cheese,not applicable,치즈,1,0.125,Korean,not applicable
치즈,count_mass,셀 수 없다,11,cheese,uncountable,치즈,3,0.2727272727272727,Korean,uncountable
치즈,count_mass,셀 수 있다,11,cheese,countable,치즈,7,0.6363636363636364,Korean,countable
치즈,count_mass,잘 모르겠다/구분이 어렵다,11,cheese,not sure,치즈,1,0.09090909090909091,Korean,not sure
치즈,solidity,고형물,5,cheese,solid,치즈,3,0.6,Korean,solid
치즈,solidity,비고형물,5,cheese,non-solid,치즈,1,0.2,Korean,non-solid
치즈,solidity,해당 사항 없음,5,cheese,not applicable,치즈,1,0.2,Korean,not applicable
침대,category_organization,물질,7,bed,substance,침대,1,0.14285714285714285,Korean,substance
침대,category_organization,해당 사항 없음,7,bed,not applicable,침대,1,0.14285714285714285,Korean,not applicable
침대,category_organization,형태,7,bed,form,침대,5,0.7142857142857143,Korean,shape
침대,count_mass,셀 수 있다,7,bed,countable,침대,7,1,Korean,countable
침대,solidity,고형물,2,bed,solid,침대,2,1,Korean,solid
칫솔,category_organization,해당 사항 없음,3,toothbrush,not applicable,칫솔,1,0.3333333333333333,Korean,not applicable
칫솔,category_organization,형태,3,toothbrush,form,칫솔,2,0.6666666666666666,Korean,shape
칫솔,count_mass,셀 수 있다,4,toothbrush,countable,칫솔,4,1,Korean,countable
칫솔,solidity,고형물,10,toothbrush,solid,칫솔,10,1,Korean,solid
카메라,category_organization,물질,5,camera,substance,카메라,1,0.2,Korean,substance
카메라,category_organization,해당 사항 없음,5,camera,not applicable,카메라,2,0.4,Korean,not applicable
카메라,category_organization,형태,5,camera,form,카메라,2,0.4,Korean,shape
카메라,count_mass,셀 수 없다,5,camera,uncountable,카메라,1,0.2,Korean,uncountable
카메라,count_mass,셀 수 있다,5,camera,countable,카메라,4,0.8,Korean,countable
카메라,solidity,고형물,4,camera,solid,카메라,4,1,Korean,solid
칼,category_organization,물질,5,knife,substance,칼,1,0.2,Korean,substance
칼,category_organization,해당 사항 없음,5,knife,not applicable,칼,1,0.2,Korean,not applicable
칼,category_organization,형태,5,knife,form,칼,3,0.6,Korean,shape
칼,count_mass,셀 수 있다,2,knife,countable,칼,2,1,Korean,countable
칼,solidity,고형물,10,knife,solid,칼,10,1,Korean,solid
커피,category_organization,물질,5,coffee,substance,커피,5,1,Korean,substance
커피,count_mass,셀 수 없다,3,coffee,uncountable,커피,2,0.6666666666666666,Korean,uncountable
커피,count_mass,셀 수 있다,3,coffee,countable,커피,1,0.3333333333333333,Korean,countable
커피,solidity,비고형물,5,coffee,non-solid,커피,5,1,Korean,non-solid
컵,category_organization,물질,7,cup,substance,컵,3,0.42857142857142855,Korean,substance
컵,category_organization,형태,7,cup,form,컵,4,0.5714285714285714,Korean,shape
컵,count_mass,셀 수 있다,8,cup,countable,컵,8,1,Korean,countable
컵,solidity,고형물,10,cup,solid,컵,10,1,Korean,solid
케이크,category_organization,물질,12,cake,substance,케이크,7,0.5833333333333334,Korean,substance
케이크,category_organization,형태,12,cake,form,케이크,5,0.4166666666666667,Korean,shape
케이크,count_mass,셀 수 있다,8,cake,countable,케이크,8,1,Korean,countable
케이크,solidity,고형물,4,cake,solid,케이크,3,0.75,Korean,solid
케이크,solidity,해당 사항 없음,4,cake,not applicable,케이크,1,0.25,Korean,not applicable
코끼리,category_organization,물질,4,elephant,substance,코끼리,1,0.25,Korean,substance
코끼리,category_organization,색상,4,elephant,color,코끼리,1,0.25,Korean,color
코끼리,category_organization,해당 사항 없음,4,elephant,not applicable,코끼리,1,0.25,Korean,not applicable
코끼리,category_organization,형태,4,elephant,form,코끼리,1,0.25,Korean,shape
코끼리,count_mass,셀 수 있다,12,elephant,countable,코끼리,12,1,Korean,countable
코끼리,solidity,고형물,11,elephant,solid,코끼리,10,0.9090909090909091,Korean,solid
코끼리,solidity,해당 사항 없음,11,elephant,not applicable,코끼리,1,0.09090909090909091,Korean,not applicable
코트/외투,category_organization,물질,4,coat,substance,코트/외투,1,0.25,Korean,substance
코트/외투,category_organization,형태,4,coat,form,코트/외투,3,0.75,Korean,shape
코트/외투,count_mass,셀 수 있다,6,coat,countable,코트/외투,6,1,Korean,countable
코트/외투,solidity,고형물,3,coat,solid,코트/외투,1,0.3333333333333333,Korean,solid
코트/외투,solidity,비고형물,3,coat,non-solid,코트/외투,1,0.3333333333333333,Korean,non-solid
코트/외투,solidity,해당 사항 없음,3,coat,not applicable,코트/외투,1,0.3333333333333333,Korean,not applicable
콜라,category_organization,물질,3,coke,substance,콜라,3,1,Korean,substance
콜라,count_mass,셀 수 없다,10,coke,uncountable,콜라,4,0.4,Korean,uncountable
콜라,count_mass,셀 수 있다,10,coke,countable,콜라,5,0.5,Korean,countable
콜라,count_mass,잘 모르겠다/구분이 어렵다,10,coke,not sure,콜라,1,0.1,Korean,not sure
콜라,solidity,비고형물,8,coke,non-solid,콜라,8,1,Korean,non-solid
콩,category_organization,물질,5,beans,substance,콩,5,1,Korean,substance
콩,count_mass,셀 수 있다,6,beans,countable,콩,6,1,Korean,countable
콩,solidity,고형물,7,beans,solid,콩,5,0.7142857142857143,Korean,solid
콩,solidity,비고형물,7,beans,non-solid,콩,1,0.14285714285714285,Korean,non-solid
콩,solidity,해당 사항 없음,7,beans,not applicable,콩,1,0.14285714285714285,Korean,not applicable
크레용/크레파스,category_organization,물질,3,crayon,substance,크레용/크레파스,2,0.6666666666666666,Korean,substance
크레용/크레파스,category_organization,형태,3,crayon,form,크레용/크레파스,1,0.3333333333333333,Korean,shape
크레용/크레파스,count_mass,셀 수 있다,4,crayon,countable,크레용/크레파스,4,1,Korean,countable
크레용/크레파스,solidity,고형물,14,crayon,solid,크레용/크레파스,13,0.9285714285714286,Korean,solid
크레용/크레파스,solidity,해당 사항 없음,14,crayon,not applicable,크레용/크레파스,1,0.07142857142857142,Korean,not applicable
택시,category_organization,색상,6,taxi,color,택시,1,0.16666666666666666,Korean,color
택시,category_organization,해당 사항 없음,6,taxi,not applicable,택시,1,0.16666666666666666,Korean,not applicable
택시,category_organization,형태,6,taxi,form,택시,4,0.6666666666666666,Korean,shape
택시,count_mass,셀 수 있다,6,taxi,countable,택시,6,1,Korean,countable
택시,solidity,고형물,7,taxi,solid,택시,7,1,Korean,solid
턱,category_organization,물질,8,chin,substance,턱,1,0.125,Korean,substance
턱,category_organization,해당 사항 없음,8,chin,not applicable,턱,3,0.375,Korean,not applicable
턱,category_organization,형태,8,chin,form,턱,4,0.5,Korean,shape
턱,count_mass,셀 수 없다,7,chin,uncountable,턱,2,0.2857142857142857,Korean,uncountable
턱,count_mass,셀 수 있다,7,chin,countable,턱,4,0.5714285714285714,Korean,countable
턱,count_mass,잘 모르겠다/구분이 어렵다,7,chin,not sure,턱,1,0.14285714285714285,Korean,not sure
턱,solidity,고형물,5,chin,solid,턱,5,1,Korean,solid
텔레비전,category_organization,물질,2,tv,substance,텔레비전,1,0.5,Korean,substance
텔레비전,category_organization,해당 사항 없음,2,tv,not applicable,텔레비전,1,0.5,Korean,not applicable
텔레비전,count_mass,셀 수 있다,10,tv,countable,텔레비전,10,1,Korean,countable
텔레비전,solidity,고형물,6,tv,solid,텔레비전,6,1,Korean,solid
토끼,category_organization,물질,10,bunny,substance,토끼,5,0.5,Korean,substance
토끼,category_organization,해당 사항 없음,10,bunny,not applicable,토끼,2,0.2,Korean,not applicable
토끼,category_organization,형태,10,bunny,form,토끼,3,0.3,Korean,shape
토끼,count_mass,셀 수 있다,7,bunny,countable,토끼,7,1,Korean,countable
토끼,solidity,고형물,5,bunny,solid,토끼,5,1,Korean,solid
토마토,category_organization,물질,6,tomato,substance,토마토,4,0.6666666666666666,Korean,substance
토마토,category_organization,형태,6,tomato,form,토마토,2,0.3333333333333333,Korean,shape
토마토,count_mass,셀 수 있다,5,tomato,countable,토마토,5,1,Korean,countable
토마토,solidity,고형물,6,tomato,solid,토마토,5,0.8333333333333334,Korean,solid
토마토,solidity,비고형물,6,tomato,non-solid,토마토,1,0.16666666666666666,Korean,non-solid
트럭,category_organization,물질,6,truck,substance,트럭,1,0.16666666666666666,Korean,substance
트럭,category_organization,형태,6,truck,form,트럭,5,0.8333333333333334,Korean,shape
트럭,count_mass,셀 수 있다,2,truck,countable,트럭,2,1,Korean,countable
트럭,solidity,고형물,6,truck,solid,트럭,6,1,Korean,solid
팔,category_organization,물질,13,arm,substance,팔,4,0.3076923076923077,Korean,substance
팔,category_organization,해당 사항 없음,13,arm,not applicable,팔,3,0.23076923076923078,Korean,not applicable
팔,category_organization,형태,13,arm,form,팔,6,0.46153846153846156,Korean,shape
팔,count_mass,셀 수 있다,6,arm,countable,팔,6,1,Korean,countable
팔,solidity,고형물,6,arm,solid,팔,5,0.8333333333333334,Korean,solid
팔,solidity,해당 사항 없음,6,arm,not applicable,팔,1,0.16666666666666666,Korean,not applicable
팬티,category_organization,물질,3,underpants,substance,팬티,1,0.3333333333333333,Korean,substance
팬티,category_organization,색상,3,underpants,color,팬티,1,0.3333333333333333,Korean,color
팬티,category_organization,형태,3,underpants,form,팬티,1,0.3333333333333333,Korean,shape
팬티,count_mass,셀 수 있다,7,underpants,countable,팬티,7,1,Korean,countable
팬티,solidity,고형물,14,underpants,solid,팬티,12,0.8571428571428571,Korean,solid
팬티,solidity,비고형물,14,underpants,non-solid,팬티,2,0.14285714285714285,Korean,non-solid
펭귄,category_organization,물질,5,penguin,substance,펭귄,1,0.2,Korean,substance
펭귄,category_organization,해당 사항 없음,5,penguin,not applicable,펭귄,1,0.2,Korean,not applicable
펭귄,category_organization,형태,5,penguin,form,펭귄,3,0.6,Korean,shape
펭귄,count_mass,셀 수 있다,8,penguin,countable,펭귄,8,1,Korean,countable
펭귄,solidity,고형물,6,penguin,solid,펭귄,6,1,Korean,solid
포도,category_organization,물질,6,grapes,substance,포도,2,0.3333333333333333,Korean,substance
포도,category_organization,형태,6,grapes,form,포도,4,0.6666666666666666,Korean,shape
포도,count_mass,셀 수 있다,5,grapes,countable,포도,5,1,Korean,countable
포도,solidity,고형물,11,grapes,solid,포도,9,0.8181818181818182,Korean,solid
포도,solidity,비고형물,11,grapes,non-solid,포도,2,0.18181818181818182,Korean,non-solid
포크,category_organization,형태,8,fork,form,포크,8,1,Korean,shape
포크,count_mass,셀 수 있다,3,fork,countable,포크,3,1,Korean,countable
포크,solidity,고형물,7,fork,solid,포크,7,1,Korean,solid
풀,category_organization,물질,7,glue (object),substance,풀,5,0.7142857142857143,Korean,substance
풀,category_organization,물질,7,grass,substance,풀,5,0.7142857142857143,Korean,substance
풀,category_organization,색상,7,glue (object),color,풀,1,0.14285714285714285,Korean,color
풀,category_organization,색상,7,grass,color,풀,1,0.14285714285714285,Korean,color
풀,category_organization,해당 사항 없음,7,glue (object),not applicable,풀,1,0.14285714285714285,Korean,not applicable
풀,category_organization,해당 사항 없음,7,grass,not applicable,풀,1,0.14285714285714285,Korean,not applicable
풀,count_mass,셀 수 없다,8,glue (object),uncountable,풀,7,0.875,Korean,uncountable
풀,count_mass,셀 수 없다,8,grass,uncountable,풀,7,0.875,Korean,uncountable
풀,count_mass,잘 모르겠다/구분이 어렵다,8,glue (object),not sure,풀,1,0.125,Korean,not sure
풀,count_mass,잘 모르겠다/구분이 어렵다,8,grass,not sure,풀,1,0.125,Korean,not sure
풀,solidity,고형물,10,glue (object),solid,풀,7,0.7,Korean,solid
풀,solidity,고형물,10,grass,solid,풀,7,0.7,Korean,solid
풀,solidity,비고형물,10,glue (object),non-solid,풀,2,0.2,Korean,non-solid
풀,solidity,비고형물,10,grass,non-solid,풀,2,0.2,Korean,non-solid
풀,solidity,해당 사항 없음,10,glue (object),not applicable,풀,1,0.1,Korean,not applicable
풀,solidity,해당 사항 없음,10,grass,not applicable,풀,1,0.1,Korean,not applicable
풍선,category_organization,물질,9,balloon,substance,풍선,5,0.5555555555555556,Korean,substance
풍선,category_organization,색상,9,balloon,color,풍선,1,0.1111111111111111,Korean,color
풍선,category_organization,형태,9,balloon,form,풍선,3,0.3333333333333333,Korean,shape
풍선,count_mass,셀 수 있다,3,balloon,countable,풍선,3,1,Korean,countable
풍선,solidity,고형물,7,balloon,solid,풍선,6,0.8571428571428571,Korean,solid
풍선,solidity,비고형물,7,balloon,non-solid,풍선,1,0.14285714285714285,Korean,non-solid
피,category_organization,물질,4,blood,substance,피,3,0.75,Korean,substance
피,category_organization,색상,4,blood,color,피,1,0.25,Korean,color
피,count_mass,셀 수 없다,9,blood,uncountable,피,9,1,Korean,uncountable
피,solidity,비고형물,8,blood,non-solid,피,8,1,Korean,non-solid
피아노,category_organization,물질,9,piano,substance,피아노,2,0.2222222222222222,Korean,substance
피아노,category_organization,해당 사항 없음,9,piano,not applicable,피아노,1,0.1111111111111111,Korean,not applicable
피아노,category_organization,형태,9,piano,form,피아노,6,0.6666666666666666,Korean,shape
피아노,count_mass,셀 수 있다,5,piano,countable,피아노,5,1,Korean,countable
피아노,solidity,고형물,9,piano,solid,피아노,9,1,Korean,solid
피자,category_organization,물질,6,pizza,substance,피자,4,0.6666666666666666,Korean,substance
피자,category_organization,형태,6,pizza,form,피자,2,0.3333333333333333,Korean,shape
피자,count_mass,셀 수 있다,11,pizza,countable,피자,11,1,Korean,countable
피자,solidity,고형물,8,pizza,solid,피자,6,0.75,Korean,solid
피자,solidity,비고형물,8,pizza,non-solid,피자,1,0.125,Korean,non-solid
피자,solidity,해당 사항 없음,8,pizza,not applicable,피자,1,0.125,Korean,not applicable
하늘,category_organization,해당 사항 없음,8,sky,not applicable,하늘,6,0.75,Korean,not applicable
하늘,category_organization,형태,8,sky,form,하늘,2,0.25,Korean,shape
하늘,count_mass,셀 수 없다,5,sky,uncountable,하늘,5,1,Korean,uncountable
하늘,solidity,비고형물,4,sky,non-solid,하늘,3,0.75,Korean,non-solid
하늘,solidity,해당 사항 없음,4,sky,not applicable,하늘,1,0.25,Korean,not applicable
하마,category_organization,물질,12,hippopotamus,substance,하마,3,0.25,Korean,substance
하마,category_organization,해당 사항 없음,12,hippopotamus,not applicable,하마,5,0.4166666666666667,Korean,not applicable
하마,category_organization,형태,12,hippopotamus,form,하마,4,0.3333333333333333,Korean,shape
하마,count_mass,셀 수 없다,3,hippopotamus,uncountable,하마,1,0.3333333333333333,Korean,uncountable
하마,count_mass,셀 수 있다,3,hippopotamus,countable,하마,2,0.6666666666666666,Korean,countable
하마,solidity,고형물,13,hippopotamus,solid,하마,11,0.8461538461538461,Korean,solid
하마,solidity,비고형물,13,hippopotamus,non-solid,하마,2,0.15384615384615385,Korean,non-solid
핫도그,category_organization,물질,4,hot dog,substance,핫도그,2,0.5,Korean,substance
핫도그,category_organization,형태,4,hot dog,form,핫도그,2,0.5,Korean,shape
핫도그,count_mass,셀 수 없다,10,hot dog,uncountable,핫도그,1,0.1,Korean,uncountable
핫도그,count_mass,셀 수 있다,10,hot dog,countable,핫도그,9,0.9,Korean,countable
핫도그,solidity,고형물,5,hot dog,solid,핫도그,5,1,Korean,solid
해/햇빛,category_organization,물질,3,sun,substance,해/햇빛,1,0.3333333333333333,Korean,substance
해/햇빛,category_organization,형태,3,sun,form,해/햇빛,2,0.6666666666666666,Korean,shape
해/햇빛,count_mass,셀 수 없다,7,sun,uncountable,해/햇빛,6,0.8571428571428571,Korean,uncountable
해/햇빛,count_mass,셀 수 있다,7,sun,countable,해/햇빛,1,0.14285714285714285,Korean,countable
해/햇빛,solidity,고형물,7,sun,solid,해/햇빛,2,0.2857142857142857,Korean,solid
해/햇빛,solidity,비고형물,7,sun,non-solid,해/햇빛,4,0.5714285714285714,Korean,non-solid
해/햇빛,solidity,해당 사항 없음,7,sun,not applicable,해/햇빛,1,0.14285714285714285,Korean,not applicable
햄버거,category_organization,물질,8,hamburger,substance,햄버거,6,0.75,Korean,substance
햄버거,category_organization,해당 사항 없음,8,hamburger,not applicable,햄버거,1,0.125,Korean,not applicable
햄버거,category_organization,형태,8,hamburger,form,햄버거,1,0.125,Korean,shape
햄버거,count_mass,셀 수 있다,5,hamburger,countable,햄버거,5,1,Korean,countable
햄버거,solidity,고형물,6,hamburger,solid,햄버거,5,0.8333333333333334,Korean,solid
햄버거,solidity,비고형물,6,hamburger,non-solid,햄버거,1,0.16666666666666666,Korean,non-solid
허리,category_organization,해당 사항 없음,4,waist,not applicable,허리,1,0.25,Korean,not applicable
허리,category_organization,형태,4,waist,form,허리,3,0.75,Korean,shape
허리,count_mass,셀 수 없다,4,waist,uncountable,허리,1,0.25,Korean,uncountable
허리,count_mass,셀 수 있다,4,waist,countable,허리,2,0.5,Korean,countable
허리,count_mass,잘 모르겠다/구분이 어렵다,4,waist,not sure,허리,1,0.25,Korean,not sure
허리,solidity,고형물,5,waist,solid,허리,5,1,Korean,solid
허리띠,category_organization,물질,6,belt,substance,허리띠,2,0.3333333333333333,Korean,substance
허리띠,category_organization,형태,6,belt,form,허리띠,4,0.6666666666666666,Korean,shape
허리띠,count_mass,셀 수 있다,2,belt,countable,허리띠,2,1,Korean,countable
허리띠,solidity,고형물,5,belt,solid,허리띠,4,0.8,Korean,solid
허리띠,solidity,비고형물,5,belt,non-solid,허리띠,1,0.2,Korean,non-solid
헬리콥터,category_organization,물질,7,helicopter,substance,헬리콥터,3,0.42857142857142855,Korean,substance
헬리콥터,category_organization,형태,7,helicopter,form,헬리콥터,4,0.5714285714285714,Korean,shape
헬리콥터,count_mass,셀 수 있다,5,helicopter,countable,헬리콥터,5,1,Korean,countable
