theword,block,response,totcount,eng_response,proportion
장난감,count_mass,셀 수 있다,2,countable,1
장난감,count_mass,셀 수 있다,2,countable,1
장난감,solidity,고형물,1,solid,1
쟁반,category_organization,형태,1,form,1
쟁반,count_mass,셀 수 있다,1,countable,1
쟁반,solidity,고형물,3,solid,1
쟁반,solidity,고형물,3,solid,1
쟁반,solidity,고형물,3,solid,1
전자레인지,category_organization,형태,1,form,1
전자레인지,count_mass,셀 수 없다,3,uncountable,0.3333333333333333
전자레인지,count_mass,셀 수 있다,3,countable,0.6666666666666666
전자레인지,count_mass,셀 수 있다,3,countable,0.6666666666666666
전화,solidity,고형물,2,solid,0.5
전화,solidity,해당 사항 없음,2,not applicable,0.5
접시,category_organization,형태,1,form,1
접시,solidity,고형물,3,solid,1
접시,solidity,고형물,3,solid,1
접시,solidity,고형물,3,solid,1
젓가락,category_organization,형태,1,form,1
젓가락,solidity,고형물,4,solid,1
젓가락,solidity,고형물,4,solid,1
젓가락,solidity,고형물,4,solid,1
젓가락,solidity,고형물,4,solid,1
종이,category_organization,색상,1,color,1
종이,count_mass,셀 수 있다,1,countable,1
종이,solidity,고형물,1,solid,1
주머니,category_organization,형태,1,form,1
주스,category_organization,물질,1,substance,1
주스,count_mass,셀 수 없다,3,uncountable,1
주스,count_mass,셀 수 없다,3,uncountable,1
주스,count_mass,셀 수 없다,3,uncountable,1
주스,solidity,비고형물,2,non-solid,1
주스,solidity,비고형물,2,non-solid,1
쥐,category_organization,형태,3,form,1
쥐,category_organization,형태,3,form,1
쥐,category_organization,형태,3,form,1
쥐,count_mass,셀 수 있다,1,countable,1
쥐,solidity,고형물,1,solid,1
지갑,category_organization,물질,1,substance,1
지갑,count_mass,셀 수 있다,1,countable,1
지붕,category_organization,형태,1,form,1
지붕,count_mass,셀 수 있다,2,countable,0.5
지붕,count_mass,잘 모르겠다/구분이 어렵다,2,not sure,0.5
참새,count_mass,셀 수 있다,6,countable,1
참새,count_mass,셀 수 있다,6,countable,1
참새,count_mass,셀 수 있다,6,countable,1
참새,count_mass,셀 수 있다,6,countable,1
참새,count_mass,셀 수 있다,6,countable,1
참새,count_mass,셀 수 있다,6,countable,1
참새,solidity,고형물,2,solid,1
참새,solidity,고형물,2,solid,1
창문,category_organization,형태,2,form,1
창문,category_organization,형태,2,form,1
창문,count_mass,셀 수 있다,3,countable,1
창문,count_mass,셀 수 있다,3,countable,1
창문,count_mass,셀 수 있다,3,countable,1
창문,solidity,고형물,2,solid,1
창문,solidity,고형물,2,solid,1
책,category_organization,해당 사항 없음,1,not applicable,1
책,solidity,고형물,2,solid,1
책,solidity,고형물,2,solid,1
청소기,category_organization,형태,1,form,1
청소기,solidity,고형물,2,solid,1
청소기,solidity,고형물,2,solid,1
초콜렛,category_organization,물질,2,substance,1
초콜렛,category_organization,물질,2,substance,1
초콜렛,solidity,고형물,2,solid,1
초콜렛,solidity,고형물,2,solid,1
총,category_organization,형태,2,form,1
총,category_organization,형태,2,form,1
총,solidity,고형물,6,solid,1
총,solidity,고형물,6,solid,1
총,solidity,고형물,6,solid,1
총,solidity,고형물,6,solid,1
총,solidity,고형물,6,solid,1
총,solidity,고형물,6,solid,1
치마,category_organization,물질,2,substance,0.5
치마,category_organization,형태,2,form,0.5
치마,count_mass,셀 수 있다,1,countable,1
치마,solidity,고형물,1,solid,1
치약,count_mass,셀 수 있다,3,countable,1
치약,count_mass,셀 수 있다,3,countable,1
치약,count_mass,셀 수 있다,3,countable,1
치약,solidity,비고형물,2,non-solid,1
치약,solidity,비고형물,2,non-solid,1
치즈,category_organization,물질,4,substance,1
치즈,category_organization,물질,4,substance,1
치즈,category_organization,물질,4,substance,1
치즈,category_organization,물질,4,substance,1
치즈,count_mass,셀 수 있다,2,countable,0.5
치즈,count_mass,잘 모르겠다/구분이 어렵다,2,not sure,0.5
치즈,solidity,고형물,3,solid,0.3333333333333333
치즈,solidity,비고형물,3,non-solid,0.3333333333333333
치즈,solidity,해당 사항 없음,3,not applicable,0.3333333333333333
침대,category_organization,형태,3,form,1
침대,category_organization,형태,3,form,1
침대,category_organization,형태,3,form,1
침대,count_mass,셀 수 있다,1,countable,1
칫솔,category_organization,해당 사항 없음,2,not applicable,0.5
칫솔,category_organization,형태,2,form,0.5
칫솔,count_mass,셀 수 있다,2,countable,1
칫솔,count_mass,셀 수 있다,2,countable,1
칫솔,solidity,고형물,3,solid,1
칫솔,solidity,고형물,3,solid,1
칫솔,solidity,고형물,3,solid,1
카메라,category_organization,해당 사항 없음,2,not applicable,0.5
카메라,category_organization,형태,2,form,0.5
카메라,count_mass,셀 수 없다,1,uncountable,1
카메라,solidity,고형물,1,solid,1
칼,category_organization,물질,2,substance,0.5
칼,category_organization,형태,2,form,0.5
칼,solidity,고형물,3,solid,1
칼,solidity,고형물,3,solid,1
칼,solidity,고형물,3,solid,1
커피,category_organization,물질,3,substance,1
커피,category_organization,물질,3,substance,1
커피,category_organization,물질,3,substance,1
커피,count_mass,셀 수 없다,1,uncountable,1
커피,solidity,비고형물,2,non-solid,1
커피,solidity,비고형물,2,non-solid,1
컵,category_organization,형태,1,form,1
컵,count_mass,셀 수 있다,4,countable,1
컵,count_mass,셀 수 있다,4,countable,1
컵,count_mass,셀 수 있다,4,countable,1
컵,count_mass,셀 수 있다,4,countable,1
컵,solidity,고형물,5,solid,1
컵,solidity,고형물,5,solid,1
컵,solidity,고형물,5,solid,1
컵,solidity,고형물,5,solid,1
컵,solidity,고형물,5,solid,1
케이크,category_organization,물질,2,substance,1
케이크,category_organization,물질,2,substance,1
케이크,count_mass,셀 수 있다,5,countable,1
케이크,count_mass,셀 수 있다,5,countable,1
케이크,count_mass,셀 수 있다,5,countable,1
케이크,count_mass,셀 수 있다,5,countable,1
케이크,count_mass,셀 수 있다,5,countable,1
코끼리,category_organization,색상,3,color,0.3333333333333333
코끼리,category_organization,해당 사항 없음,3,not applicable,0.3333333333333333
코끼리,category_organization,형태,3,form,0.3333333333333333
코끼리,count_mass,셀 수 있다,5,countable,1
코끼리,count_mass,셀 수 있다,5,countable,1
코끼리,count_mass,셀 수 있다,5,countable,1
코끼리,count_mass,셀 수 있다,5,countable,1
코끼리,count_mass,셀 수 있다,5,countable,1
코끼리,solidity,고형물,1,solid,1
코트/외투,category_organization,형태,1,form,1
코트/외투,count_mass,셀 수 있다,2,countable,1
코트/외투,count_mass,셀 수 있다,2,countable,1
콜라,count_mass,셀 수 없다,3,uncountable,0.6666666666666666
콜라,count_mass,셀 수 없다,3,uncountable,0.6666666666666666
콜라,count_mass,셀 수 있다,3,countable,0.3333333333333333
콜라,solidity,비고형물,2,non-solid,1
콜라,solidity,비고형물,2,non-solid,1
콩,category_organization,물질,1,substance,1
콩,count_mass,셀 수 있다,2,countable,1
콩,count_mass,셀 수 있다,2,countable,1
콩,solidity,해당 사항 없음,1,not applicable,1
크레용/크레파스,count_mass,셀 수 있다,3,countable,1
크레용/크레파스,count_mass,셀 수 있다,3,countable,1
크레용/크레파스,count_mass,셀 수 있다,3,countable,1
크레용/크레파스,solidity,고형물,1,solid,1
택시,category_organization,색상,2,color,0.5
택시,category_organization,해당 사항 없음,2,not applicable,0.5
택시,count_mass,셀 수 있다,3,countable,1
택시,count_mass,셀 수 있다,3,countable,1
택시,count_mass,셀 수 있다,3,countable,1
택시,solidity,고형물,2,solid,1
택시,solidity,고형물,2,solid,1
턱,category_organization,형태,2,form,1
턱,category_organization,형태,2,form,1
턱,count_mass,셀 수 있다,2,countable,1
턱,count_mass,셀 수 있다,2,countable,1
턱,solidity,고형물,2,solid,1
턱,solidity,고형물,2,solid,1
텔레비전,count_mass,셀 수 있다,3,countable,1
텔레비전,count_mass,셀 수 있다,3,countable,1
텔레비전,count_mass,셀 수 있다,3,countable,1
텔레비전,solidity,고형물,3,solid,1
텔레비전,solidity,고형물,3,solid,1
텔레비전,solidity,고형물,3,solid,1
토끼,category_organization,해당 사항 없음,2,not applicable,0.5
토끼,category_organization,형태,2,form,0.5
토끼,count_mass,셀 수 있다,3,countable,1
토끼,count_mass,셀 수 있다,3,countable,1
토끼,count_mass,셀 수 있다,3,countable,1
토끼,solidity,고형물,1,solid,1
토마토,category_organization,물질,2,substance,1
토마토,category_organization,물질,2,substance,1
토마토,count_mass,셀 수 있다,1,countable,1
토마토,solidity,고형물,1,solid,1
트럭,category_organization,물질,1,substance,1
트럭,count_mass,셀 수 있다,1,countable,1
트럭,solidity,고형물,2,solid,1
트럭,solidity,고형물,2,solid,1
팔,category_organization,물질,2,substance,0.5
팔,category_organization,형태,2,form,0.5
팔,count_mass,셀 수 있다,2,countable,1
팔,count_mass,셀 수 있다,2,countable,1
팔,solidity,고형물,1,solid,1
팬티,category_organization,색상,1,color,1
팬티,count_mass,셀 수 있다,2,countable,1
팬티,count_mass,셀 수 있다,2,countable,1
팬티,solidity,고형물,3,solid,0.6666666666666666
팬티,solidity,고형물,3,solid,0.6666666666666666
팬티,solidity,비고형물,3,non-solid,0.3333333333333333
펭귄,category_organization,형태,3,form,1
펭귄,category_organization,형태,3,form,1
펭귄,category_organization,형태,3,form,1
펭귄,count_mass,셀 수 있다,3,countable,1
펭귄,count_mass,셀 수 있다,3,countable,1
펭귄,count_mass,셀 수 있다,3,countable,1
펭귄,solidity,고형물,2,solid,1
펭귄,solidity,고형물,2,solid,1
포도,category_organization,물질,1,substance,1
포도,count_mass,셀 수 있다,2,countable,1
포도,count_mass,셀 수 있다,2,countable,1
포도,solidity,고형물,5,solid,0.8
포도,solidity,고형물,5,solid,0.8
포도,solidity,고형물,5,solid,0.8
포도,solidity,고형물,5,solid,0.8
포도,solidity,비고형물,5,non-solid,0.2
포크,category_organization,형태,2,form,1
포크,category_organization,형태,2,form,1
포크,count_mass,셀 수 있다,1,countable,1
풀,category_organization,물질,8,substance,0.75
풀,category_organization,물질,8,substance,0.75
풀,category_organization,물질,8,substance,0.75
풀,category_organization,물질,8,substance,0.75
풀,category_organization,물질,8,substance,0.75
풀,category_organization,물질,8,substance,0.75
풀,category_organization,색상,8,color,0.25
풀,category_organization,색상,8,color,0.25
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,count_mass,셀 수 없다,8,uncountable,1
풀,solidity,고형물,4,solid,1
풀,solidity,고형물,4,solid,1
풀,solidity,고형물,4,solid,1
풀,solidity,고형물,4,solid,1
풍선,category_organization,물질,5,substance,0.4
풍선,category_organization,물질,5,substance,0.4
풍선,category_organization,색상,5,color,0.2
풍선,category_organization,형태,5,form,0.4
풍선,category_organization,형태,5,form,0.4
풍선,count_mass,셀 수 있다,1,countable,1
풍선,solidity,고형물,3,solid,0.6666666666666666
풍선,solidity,고형물,3,solid,0.6666666666666666
풍선,solidity,비고형물,3,non-solid,0.3333333333333333
피,category_organization,물질,1,substance,1
피,count_mass,셀 수 없다,2,uncountable,1
피,count_mass,셀 수 없다,2,uncountable,1
피,solidity,비고형물,2,non-solid,1
피,solidity,비고형물,2,non-solid,1
피아노,category_organization,형태,4,form,1
피아노,category_organization,형태,4,form,1
피아노,category_organization,형태,4,form,1
피아노,category_organization,형태,4,form,1
피아노,count_mass,셀 수 있다,4,countable,1
피아노,count_mass,셀 수 있다,4,countable,1
피아노,count_mass,셀 수 있다,4,countable,1
피아노,count_mass,셀 수 있다,4,countable,1
피아노,solidity,고형물,2,solid,1
피아노,solidity,고형물,2,solid,1
피자,category_organization,물질,2,substance,1
피자,category_organization,물질,2,substance,1
피자,count_mass,셀 수 있다,2,countable,1
피자,count_mass,셀 수 있다,2,countable,1
피자,solidity,고형물,4,solid,0.75
피자,solidity,고형물,4,solid,0.75
피자,solidity,고형물,4,solid,0.75
피자,solidity,비고형물,4,non-solid,0.25
하늘,category_organization,해당 사항 없음,2,not applicable,1
하늘,category_organization,해당 사항 없음,2,not applicable,1
하늘,count_mass,셀 수 없다,1,uncountable,1
하늘,solidity,비고형물,2,non-solid,0.5
하늘,solidity,해당 사항 없음,2,not applicable,0.5
하마,category_organization,형태,2,form,1
하마,category_organization,형태,2,form,1
하마,solidity,고형물,5,solid,0.6
하마,solidity,고형물,5,solid,0.6
하마,solidity,고형물,5,solid,0.6
하마,solidity,비고형물,5,non-solid,0.4
하마,solidity,비고형물,5,non-solid,0.4
핫도그,category_organization,형태,1,form,1
핫도그,count_mass,셀 수 있다,5,countable,1
핫도그,count_mass,셀 수 있다,5,countable,1
핫도그,count_mass,셀 수 있다,5,countable,1
핫도그,count_mass,셀 수 있다,5,countable,1
핫도그,count_mass,셀 수 있다,5,countable,1
해/햇빛,category_organization,형태,1,form,1
해/햇빛,count_mass,셀 수 없다,1,uncountable,1
해/햇빛,solidity,비고형물,2,non-solid,0.5
해/햇빛,solidity,해당 사항 없음,2,not applicable,0.5
햄버거,category_organization,물질,5,substance,0.8
햄버거,category_organization,물질,5,substance,0.8
햄버거,category_organization,물질,5,substance,0.8
햄버거,category_organization,물질,5,substance,0.8
햄버거,category_organization,형태,5,form,0.2
햄버거,count_mass,셀 수 있다,1,countable,1
햄버거,solidity,고형물,2,solid,0.5
햄버거,solidity,비고형물,2,non-solid,0.5
허리,category_organization,해당 사항 없음,2,not applicable,0.5
허리,category_organization,형태,2,form,0.5
허리,count_mass,셀 수 없다,2,uncountable,0.5
허리,count_mass,셀 수 있다,2,countable,0.5
허리,solidity,고형물,3,solid,1
허리,solidity,고형물,3,solid,1
허리,solidity,고형물,3,solid,1
허리띠,category_organization,형태,1,form,1
허리띠,solidity,비고형물,1,non-solid,1
헬리콥터,category_organization,물질,3,substance,0.3333333333333333
헬리콥터,category_organization,형태,3,form,0.6666666666666666
헬리콥터,category_organization,형태,3,form,0.6666666666666666
헬리콥터,count_mass,셀 수 있다,2,countable,1
헬리콥터,count_mass,셀 수 있다,2,countable,1
헬리콥터,solidity,고형물,4,solid,1
헬리콥터,solidity,고형물,4,solid,1
헬리콥터,solidity,고형물,4,solid,1
헬리콥터,solidity,고형물,4,solid,1
혀,category_organization,형태,3,form,1
혀,category_organization,형태,3,form,1
혀,category_organization,형태,3,form,1
혀,solidity,고형물,1,solid,1
호떡,category_organization,물질,1,substance,1
호떡,count_mass,셀 수 있다,2,countable,1
호떡,count_mass,셀 수 있다,2,countable,1
호떡,solidity,고형물,1,solid,1
호랑이,category_organization,물질,3,substance,0.3333333333333333
호랑이,category_organization,해당 사항 없음,3,not applicable,0.6666666666666666
호랑이,category_organization,해당 사항 없음,3,not applicable,0.6666666666666666
호박,category_organization,물질,2,substance,1
호박,category_organization,물질,2,substance,1
화장실,count_mass,셀 수 없다,3,uncountable,0.3333333333333333
화장실,count_mass,셀 수 있다,3,countable,0.6666666666666666
화장실,count_mass,셀 수 있다,3,countable,0.6666666666666666
화장실,solidity,고형물,4,solid,0.5
화장실,solidity,고형물,4,solid,0.5
화장실,solidity,해당 사항 없음,4,not applicable,0.5
화장실,solidity,해당 사항 없음,4,not applicable,0.5
휴지,category_organization,물질,3,substance,1
휴지,category_organization,물질,3,substance,1
휴지,category_organization,물질,3,substance,1
휴지,count_mass,셀 수 있다,3,countable,0.6666666666666666
휴지,count_mass,셀 수 있다,3,countable,0.6666666666666666
휴지,count_mass,잘 모르겠다/구분이 어렵다,3,not sure,0.3333333333333333
흙,category_organization,물질,3,substance,1
흙,category_organization,물질,3,substance,1
흙,category_organization,물질,3,substance,1
흙,count_mass,셀 수 없다,1,uncountable,1
흙,solidity,고형물,2,solid,0.5
흙,solidity,비고형물,2,non-solid,0.5
